string,chaper,translator,group,phase,modality,UCP_ID,classification,sub_classification,Kudos,Error,High-level error type,Granular error type,reproduction,omission,creative_shift,NA
2,2,1,A,Pre,HT,1,Reproduction,Retention,0,0,,,1,0,0,0
2,2,1,A,Pre,HT,2,Modification,Situational,0,1,Fluency,,0,0,1,0
2,2,1,A,Pre,HT,3,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,1,A,Pre,HT,4,Omission,Shortcut,0,0,,,0,1,0,0
3,2,1,A,Pre,HT,5,Reproduction,Direct Translation,0,0,,,1,0,0,0
3,2,1,A,Pre,HT,6,Reproduction,Direct Translation,0,1,Accuracy,Under-translation,1,0,0,0
3,2,1,A,Pre,HT,7,Omission,Shortcut,0,0,,,0,1,0,0
3,2,1,A,Pre,HT,8,Omission,Shortcut,0,0,,,0,1,0,0
3,2,1,A,Pre,HT,9,Modification,Situational,0,1,Fluency,,0,0,1,0
4,2,1,A,Pre,HT,10,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
4,2,1,A,Pre,HT,11,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
4,2,1,A,Pre,HT,12,Reproduction,Direct Translation,0,0,,,1,0,0,0
5,2,1,A,Pre,HT,13,Reproduction,Direct Translation,0,0,,,1,0,0,0
5,2,1,A,Pre,HT,14,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,1,A,Pre,HT,15,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,1,A,Pre,HT,16,Modification,Situational,0,0,,,0,0,1,0
9,6,1,A,Pre,PE,17,Modification,Situational,0,1,Style,Unidiomatic,0,0,1,0
10,6,1,A,Pre,PE,18,Reproduction,Direct Translation,0,0,,,1,0,0,0
10,6,1,A,Pre,PE,19,Modification,Situational,0,1,Fluency,,0,0,1,0
10,6,1,A,Pre,PE,20,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,1,A,Pre,PE,21,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,1,A,Pre,PE,22,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,1,A,Pre,PE,23,Reproduction,Direct Translation,0,0,,,1,0,0,0
12,6,1,A,Pre,PE,24,Omission,Shortcut,0,0,,,0,1,0,0
13,6,1,A,Pre,PE,25,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,1,A,Pre,PE,26,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,1,A,Pre,PE,27,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,1,A,Pre,PE,28,Reproduction,Direct Translation,0,0,,,1,0,0,0
16,6,1,A,Pre,PE,29,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
17,6,1,A,Pre,PE,30,Omission,Creative,1,0,,,0,1,0,0
18,6,1,A,Pre,PE,31,Reproduction,Official Translation,0,0,,,1,0,0,0
18,6,1,A,Pre,PE,32,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
18,6,1,A,Pre,PE,33,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,1,A,Pre,PE,34,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,1,A,Pre,PE,35,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
24,18,1,A,Pre,PE,36,Reproduction,Direct Translation,0,0,,,1,0,0,0
26,18,1,A,Pre,PE,37,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
26,18,1,A,Pre,PE,38,Reproduction,Direct Translation,0,0,,,1,0,0,0
28,18,1,A,Pre,PE,39,Abstraction,Paraphrase,0,1,Accuracy,Under-translation,0,0,1,0
29,18,1,A,Pre,PE,40,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
30,18,1,A,Pre,PE,41,Reproduction,Direct Translation,0,0,,,1,0,0,0
30,18,1,A,Pre,PE,42,Reproduction,Direct Translation,0,0,,,1,0,0,0
31,18,1,A,Pre,PE,43,Reproduction,Direct Translation,0,0,,,1,0,0,0
32,18,1,A,Pre,PE,44,Reproduction,Direct Translation,0,0,,,1,0,0,0
33,18,1,A,Pre,PE,45,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
33,18,1,A,Pre,PE,46,Reproduction,Direct Translation,0,1,Style,Unidiomatic,1,0,0,0
33,18,1,A,Pre,PE,47,Reproduction,Specification,0,0,,,1,0,0,0
34,18,1,A,Pre,PE,48,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
35,18,1,A,Pre,PE,49,Reproduction,Direct Translation,0,0,,,1,0,0,0
36,18,1,A,Pre,PE,50,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,1,A,Post,HT,1,Reproduction,Retention,0,0,,,1,0,0,0
2,2,1,A,Post,HT,2,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,1,A,Post,HT,3,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,1,A,Post,HT,4,Omission,Shortcut,0,0,,,0,1,0,0
3,2,1,A,Post,HT,5,Modification,Situational,0,1,Accuracy,Addition,0,0,1,0
3,2,1,A,Post,HT,6,Reproduction,Direct Translation,0,1,Style,Unidiomatic,1,0,0,0
3,2,1,A,Post,HT,7,Modification,Situational,0,1,Style,Inconsistent style,0,0,1,0
3,2,1,A,Post,HT,8,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
3,2,1,A,Post,HT,9,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
4,2,1,A,Post,HT,10,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
4,2,1,A,Post,HT,11,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
4,2,1,A,Post,HT,12,Reproduction,Direct Translation,0,0,,,1,0,0,0
5,2,1,A,Post,HT,13,Reproduction,Direct Translation,0,0,,,1,0,0,0
5,2,1,A,Post,HT,14,Modification,Situational,1,0,,,0,0,1,0
7,2,1,A,Post,HT,15,Reproduction,,0,0,,,1,0,0,0
7,2,1,A,Post,HT,16,Modification,Situational,0,1,Style,Inconsistent style,0,0,1,0
9,6,1,A,Post,PE,17,Modification,Situational,0,1,Style,Unidiomatic,0,0,1,0
10,6,1,A,Post,PE,18,Abstraction,Superordinate Term,0,1,Style,Unidiomatic,0,0,1,0
10,6,1,A,Post,PE,19,Reproduction,Direct Translation,0,0,,,1,0,0,0
10,6,1,A,Post,PE,20,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,1,A,Post,PE,21,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,1,A,Post,PE,22,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,1,A,Post,PE,23,Reproduction,Direct Translation,0,1,Fluency,Punctuation,1,0,0,0
12,6,1,A,Post,PE,24,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,1,A,Post,PE,25,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,1,A,Post,PE,26,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,1,A,Post,PE,27,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,1,A,Post,PE,28,Reproduction,Direct Translation,0,0,,,1,0,0,0
16,6,1,A,Post,PE,29,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
17,6,1,A,Post,PE,30,Reproduction,Direct Translation,0,0,,,1,0,0,0
18,6,1,A,Post,PE,31,Reproduction,Official Translation,0,0,,,1,0,0,0
18,6,1,A,Post,PE,32,Omission,Shortcut,0,0,,,0,1,0,0
18,6,1,A,Post,PE,33,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,1,A,Post,PE,34,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,1,A,Post,PE,35,Reproduction,Direct Translation,0,0,,,1,0,0,0
24,18,1,A,Post,PE,36,Reproduction,Direct Translation,0,0,,,1,0,0,0
26,18,1,A,Post,PE,37,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
26,18,1,A,Post,PE,38,Reproduction,Retention,0,0,,,1,0,0,0
28,18,1,A,Post,PE,39,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
29,18,1,A,Post,PE,40,Reproduction,Direct Translation,0,1,Fluency,Spelling,1,0,0,0
30,18,1,A,Post,PE,41,Reproduction,Retention,0,0,,,1,0,0,0
30,18,1,A,Post,PE,42,Reproduction,Direct Translation,0,0,,,1,0,0,0
31,18,1,A,Post,PE,43,Reproduction,Direct Translation,0,0,,,1,0,0,0
32,18,1,A,Post,PE,44,Reproduction,Direct Translation,0,0,,,1,0,0,0
33,18,1,A,Post,PE,45,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
33,18,1,A,Post,PE,46,Modification,Situational,1,0,,,0,0,1,0
33,18,1,A,Post,PE,47,Reproduction,Direct Translation,0,0,,,1,0,0,0
34,18,1,A,Post,PE,48,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
35,18,1,A,Post,PE,49,Reproduction,Direct Translation,0,0,,,1,0,0,0
36,18,1,A,Post,PE,50,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,2,A,Pre,HT,1,Reproduction,Retention,0,0,,,1,0,0,0
2,2,2,A,Pre,HT,2,Modification,Situational,0,1,Fluency,Grammar,0,0,1,0
2,2,2,A,Pre,HT,3,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
2,2,2,A,Pre,HT,4,Reproduction,Direct Translation,0,0,,,1,0,0,0
3,2,2,A,Pre,HT,5,Modification,Situational,0,1,Fluency,Grammar,0,0,1,0
3,2,2,A,Pre,HT,6,Concretisation,Completion,1,0,,,0,0,1,0
3,2,2,A,Pre,HT,7,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
3,2,2,A,Pre,HT,8,Reproduction,Specification,0,1,Style,Inconsistent style,1,0,0,0
3,2,2,A,Pre,HT,9,Reproduction,Direct Translation,0,1,Fluency,,1,0,0,0
4,2,2,A,Pre,HT,10,Reproduction,Direct Translation,0,0,,,1,0,0,0
4,2,2,A,Pre,HT,11,Reproduction,Direct Translation,0,0,,,1,0,0,0
4,2,2,A,Pre,HT,12,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
5,2,2,A,Pre,HT,13,NA,Not applicable,0,1,Accuracy,Mistranslation,0,0,0,1
5,2,2,A,Pre,HT,14,Concretisation,Completion,0,1,Accuracy,Over-translation,0,0,1,0
7,2,2,A,Pre,HT,15,Omission,Creative,0,0,,,0,1,0,0
7,2,2,A,Pre,HT,16,Reproduction,Direct Translation,0,0,,,1,0,0,0
9,6,2,A,Pre,PE,17,Reproduction,Official Translation,0,0,,,1,0,0,0
10,6,2,A,Pre,PE,18,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
10,6,2,A,Pre,PE,19,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
10,6,2,A,Pre,PE,20,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,2,A,Pre,PE,21,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
11,6,2,A,Pre,PE,22,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,2,A,Pre,PE,23,Reproduction,Direct Translation,0,0,,,1,0,0,0
12,6,2,A,Pre,PE,24,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,2,A,Pre,PE,25,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,2,A,Pre,PE,26,Concretisation,Addition,0,1,Accuracy,Mistranslation,0,0,1,0
15,6,2,A,Pre,PE,27,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,2,A,Pre,PE,28,Reproduction,Direct Translation,0,0,,,1,0,0,0
16,6,2,A,Pre,PE,29,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
17,6,2,A,Pre,PE,30,Reproduction,Direct Translation,0,0,,,1,0,0,0
18,6,2,A,Pre,PE,31,Reproduction,Official Translation,0,0,,,1,0,0,0
18,6,2,A,Pre,PE,32,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
18,6,2,A,Pre,PE,33,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,2,A,Pre,PE,34,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,2,A,Pre,PE,35,Reproduction,Direct Translation,0,0,,,1,0,0,0
24,18,2,A,Pre,PE,36,Reproduction,Direct Translation,0,0,,,1,0,0,0
26,18,2,A,Pre,PE,37,Modification,Situational,0,1,Accuracy,Omission,0,0,1,0
26,18,2,A,Pre,PE,38,Reproduction,Direct Translation,0,0,,,1,0,0,0
28,18,2,A,Pre,PE,39,Modification,Situational,1,0,,,0,0,1,0
29,18,2,A,Pre,PE,40,Reproduction,Direct Translation,0,1,Fluency,Spelling,1,0,0,0
30,18,2,A,Pre,PE,41,Reproduction,Retention,0,0,,,1,0,0,0
30,18,2,A,Pre,PE,42,Reproduction,Direct Translation,0,0,,,1,0,0,0
31,18,2,A,Pre,PE,43,Reproduction,Direct Translation,0,0,,,1,0,0,0
32,18,2,A,Pre,PE,44,Reproduction,Direct Translation,0,0,,,1,0,0,0
33,18,2,A,Pre,PE,45,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
33,18,2,A,Pre,PE,46,Modification,Situational,1,0,,,0,0,1,0
33,18,2,A,Pre,PE,47,Reproduction,Direct Translation,0,0,,,1,0,0,0
34,18,2,A,Pre,PE,48,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
35,18,2,A,Pre,PE,49,Reproduction,Direct Translation,0,0,,,1,0,0,0
36,18,2,A,Pre,PE,50,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,2,B,Post,PE,1,Reproduction,Retention,0,0,,,1,0,0,0
2,2,2,B,Post,PE,2,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,2,B,Post,PE,3,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,2,B,Post,PE,4,Omission,Shortcut,0,0,,,0,1,0,0
3,2,2,B,Post,PE,5,Reproduction,Direct Translation,0,0,,,1,0,0,0
3,2,2,B,Post,PE,6,Concretisation,Addition,1,0,,,0,0,1,0
3,2,2,B,Post,PE,7,Concretisation,Completion,0,1,Fluency,,0,0,1,0
3,2,2,B,Post,PE,8,Modification,Situational,0,1,Fluency,Grammar,0,0,1,0
3,2,2,B,Post,PE,9,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
4,2,2,B,Post,PE,10,Reproduction,Direct Translation,0,0,,,1,0,0,0
4,2,2,B,Post,PE,11,Reproduction,Direct Translation,0,0,,,1,0,0,0
4,2,2,B,Post,PE,12,Reproduction,Direct Translation,0,0,,,1,0,0,0
5,2,2,B,Post,PE,13,Reproduction,Direct Translation,0,1,Fluency,Grammar,1,0,0,0
5,2,2,B,Post,PE,14,Concretisation,Completion,0,1,Accuracy,Over-translation,0,0,1,0
7,2,2,B,Post,PE,15,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,2,B,Post,PE,16,Reproduction,Direct Translation,0,0,,,1,0,0,0
9,6,2,B,Post,HT,17,Reproduction,Direct Translation,0,0,,,1,0,0,0
10,6,2,B,Post,HT,18,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
10,6,2,B,Post,HT,19,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
10,6,2,B,Post,HT,20,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,2,B,Post,HT,21,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,2,B,Post,HT,22,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,2,B,Post,HT,23,Reproduction,Direct Translation,0,0,,,1,0,0,0
12,6,2,B,Post,HT,24,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,2,B,Post,HT,25,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,2,B,Post,HT,26,Concretisation,Addition,0,1,Accuracy,Mistranslation,0,0,1,0
15,6,2,B,Post,HT,27,Modification,Situational,1,0,,,0,0,1,0
15,6,2,B,Post,HT,28,Omission,Creative,1,0,,,0,1,0,0
16,6,2,B,Post,HT,29,Modification,Situational,0,1,Style,Unidiomatic,0,0,1,0
17,6,2,B,Post,HT,30,Omission,Creative,1,0,,,0,1,0,0
18,6,2,B,Post,HT,31,Reproduction,Official Translation,0,0,,,1,0,0,0
18,6,2,B,Post,HT,32,Reproduction,Direct Translation,0,1,Fluency,Grammar,1,0,0,0
18,6,2,B,Post,HT,33,Reproduction,Direct Translation,0,1,Fluency,Grammar,1,0,0,0
19,6,2,B,Post,HT,34,Concretisation,Completion,0,1,Fluency,,0,0,1,0
19,6,2,B,Post,HT,35,Reproduction,Direct Translation,0,0,,,1,0,0,0
24,18,2,B,Post,PE,36,Reproduction,Direct Translation,0,0,,,1,0,0,0
26,18,2,B,Post,PE,37,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
26,18,2,B,Post,PE,38,Reproduction,Direct Translation,0,0,,,1,0,0,0
28,18,2,B,Post,PE,39,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
29,18,2,B,Post,PE,40,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
30,18,2,B,Post,PE,41,Reproduction,Direct Translation,0,0,,,1,0,0,0
30,18,2,B,Post,PE,42,Reproduction,Direct Translation,0,0,,,1,0,0,0
31,18,2,B,Post,PE,43,Reproduction,Direct Translation,0,0,,,1,0,0,0
32,18,2,B,Post,PE,44,Reproduction,Direct Translation,0,0,,,1,0,0,0
33,18,2,B,Post,PE,45,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
33,18,2,B,Post,PE,46,Modification,Situational,1,0,,,0,0,1,0
33,18,2,B,Post,PE,47,Reproduction,Direct Translation,0,0,,,1,0,0,0
34,18,2,B,Post,PE,48,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
35,18,2,B,Post,PE,49,Reproduction,Direct Translation,0,0,,,1,0,0,0
36,18,2,B,Post,PE,50,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,3,A,Pre,HT,1,Reproduction,Retention,0,0,,,1,0,0,0
2,2,3,A,Pre,HT,2,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,3,A,Pre,HT,3,Modification,Situational,0,1,Fluency,Grammar,0,0,1,0
2,2,3,A,Pre,HT,4,Omission,Shortcut,0,0,,,0,1,0,0
3,2,3,A,Pre,HT,5,Concretisation,Addition,0,1,Accuracy,Mistranslation,0,0,1,0
3,2,3,A,Pre,HT,6,Concretisation,Addition,0,1,Accuracy,Under-translation,0,0,1,0
3,2,3,A,Pre,HT,7,Modification,Situational,0,1,Fluency,,0,0,1,0
3,2,3,A,Pre,HT,8,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
3,2,3,A,Pre,HT,9,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
4,2,3,A,Pre,HT,10,Reproduction,Direct Translation,0,0,,,1,0,0,0
4,2,3,A,Pre,HT,11,Modification,Situational,0,1,Fluency,,0,0,1,0
4,2,3,A,Pre,HT,12,Reproduction,Direct Translation,0,0,,,1,0,0,0
5,2,3,A,Pre,HT,13,Reproduction,Direct Translation,0,0,,,1,0,0,0
5,2,3,A,Pre,HT,14,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,3,A,Pre,HT,15,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,3,A,Pre,HT,16,Modification,Situational,0,1,Style,Inconsistent style,0,0,1,0
9,6,3,A,Pre,PE,17,Modification,Situational,0,1,Style,Unidiomatic,0,0,1,0
10,6,3,A,Pre,PE,18,Abstraction,Superordinate Term,0,1,Style,Unidiomatic,0,0,1,0
10,6,3,A,Pre,PE,19,Modification,Situational,0,1,Fluency,Grammar,0,0,1,0
10,6,3,A,Pre,PE,20,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,3,A,Pre,PE,21,Omission,Creative,0,1,Style,Inconsistent style,0,1,0,0
11,6,3,A,Pre,PE,22,Omission,Creative,0,1,Style,Inconsistent style,0,1,0,0
11,6,3,A,Pre,PE,23,Reproduction,Direct Translation,0,0,,,1,0,0,0
12,6,3,A,Pre,PE,24,NA,Not applicable,0,1,Accuracy,Mistranslation,0,0,0,1
13,6,3,A,Pre,PE,25,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,3,A,Pre,PE,26,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,3,A,Pre,PE,27,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,3,A,Pre,PE,28,Omission,Creative,1,0,,,0,1,0,0
16,6,3,A,Pre,PE,29,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
17,6,3,A,Pre,PE,30,Reproduction,Direct Translation,0,0,,,1,0,0,0
18,6,3,A,Pre,PE,31,Reproduction,Official Translation,0,0,,,1,0,0,0
18,6,3,A,Pre,PE,32,Reproduction,Direct Translation,0,1,Fluency,Spelling,1,0,0,0
18,6,3,A,Pre,PE,33,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,3,A,Pre,PE,34,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,3,A,Pre,PE,35,Reproduction,Direct Translation,0,0,,,1,0,0,0
24,18,3,A,Pre,PE,36,Modification,Situational,0,1,Fluency,Punctuation,0,0,1,0
26,18,3,A,Pre,PE,37,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
26,18,3,A,Pre,PE,38,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
28,18,3,A,Pre,PE,39,Abstraction,Paraphrase,0,1,Accuracy,Under-translation,0,0,1,0
29,18,3,A,Pre,PE,40,Reproduction,Retention,0,1,Accuracy,Untranslated text,1,0,0,0
30,18,3,A,Pre,PE,41,Reproduction,Retention,0,0,,,1,0,0,0
30,18,3,A,Pre,PE,42,Reproduction,Direct Translation,0,0,,,1,0,0,0
31,18,3,A,Pre,PE,43,Reproduction,Direct Translation,0,0,,,1,0,0,0
32,18,3,A,Pre,PE,44,Reproduction,Direct Translation,0,0,,,1,0,0,0
33,18,3,A,Pre,PE,45,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
33,18,3,A,Pre,PE,46,NA,Not applicable,0,1,Accuracy,Mistranslation,0,0,0,1
33,18,3,A,Pre,PE,47,Reproduction,Direct Translation,0,0,,,1,0,0,0
34,18,3,A,Pre,PE,48,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
35,18,3,A,Pre,PE,49,Reproduction,Direct Translation,0,0,,,1,0,0,0
36,18,3,A,Pre,PE,50,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,3,B,Post,PE,1,Reproduction,Retention,0,0,,,1,0,0,0
2,2,3,B,Post,PE,2,Modification,Situational,0,1,Fluency,,0,0,1,0
2,2,3,B,Post,PE,3,Modification,Situational,0,1,Fluency,,0,0,1,0
2,2,3,B,Post,PE,4,Omission,Shortcut,0,0,,,0,1,0,0
3,2,3,B,Post,PE,5,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
3,2,3,B,Post,PE,6,Concretisation,Addition,0,1,Accuracy,Mistranslation,0,0,1,0
3,2,3,B,Post,PE,7,Concretisation,Completion,0,1,Fluency,,0,0,1,0
3,2,3,B,Post,PE,8,Omission,Shortcut,0,0,,,0,1,0,0
3,2,3,B,Post,PE,9,Modification,Situational,1,0,,,0,0,1,0
4,2,3,B,Post,PE,10,Reproduction,Direct Translation,0,0,,,1,0,0,0
4,2,3,B,Post,PE,11,Concretisation,Completion,0,1,Fluency,,0,0,1,0
4,2,3,B,Post,PE,12,Reproduction,Direct Translation,0,0,,,1,0,0,0
5,2,3,B,Post,PE,13,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
5,2,3,B,Post,PE,14,Concretisation,Completion,0,1,Accuracy,Over-translation,0,0,1,0
7,2,3,B,Post,PE,15,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,3,B,Post,PE,16,Concretisation,Completion,0,1,Style,Inconsistent style,0,0,1,0
9,6,3,B,Post,HT,17,Abstraction,Superordinate Term,1,0,,,0,0,1,0
10,6,3,B,Post,HT,18,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
10,6,3,B,Post,HT,19,Omission,Creative,0,1,Style,Inconsistent style,0,1,0,0
10,6,3,B,Post,HT,20,Concretisation,Addition,1,0,,,0,0,1,0
11,6,3,B,Post,HT,21,Omission,Creative,0,1,Style,Inconsistent style,0,1,0,0
11,6,3,B,Post,HT,22,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,3,B,Post,HT,23,Omission,Shortcut,0,0,,,0,1,0,0
12,6,3,B,Post,HT,24,NA,Not applicable,0,1,Accuracy,Mistranslation,0,0,0,1
13,6,3,B,Post,HT,25,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,3,B,Post,HT,26,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,3,B,Post,HT,27,Concretisation,Completion,1,0,,,0,0,1,0
15,6,3,B,Post,HT,28,Concretisation,Completion,1,0,,,0,0,1,0
16,6,3,B,Post,HT,29,Omission,Shortcut,0,1,Accuracy,Omission,0,1,0,0
17,6,3,B,Post,HT,30,Omission,Creative,1,0,,,0,1,0,0
18,6,3,B,Post,HT,31,Reproduction,Official Translation,0,0,,,1,0,0,0
18,6,3,B,Post,HT,32,Omission,Creative,1,0,,,0,1,0,0
18,6,3,B,Post,HT,33,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,3,B,Post,HT,34,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,3,B,Post,HT,35,Reproduction,Direct Translation,0,0,,,1,0,0,0
24,18,3,B,Post,PE,36,Modification,Situational,0,1,Fluency,Punctuation,0,0,1,0
26,18,3,B,Post,PE,37,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
26,18,3,B,Post,PE,38,Reproduction,Direct Translation,0,0,,,1,0,0,0
28,18,3,B,Post,PE,39,Abstraction,Paraphrase,0,1,Accuracy,Under-translation,0,0,1,0
29,18,3,B,Post,PE,40,Reproduction,Direct Translation,0,1,Fluency,Spelling,1,0,0,0
30,18,3,B,Post,PE,41,Reproduction,Retention,0,0,,,1,0,0,0
30,18,3,B,Post,PE,42,Reproduction,Direct Translation,0,0,,,1,0,0,0
31,18,3,B,Post,PE,43,Reproduction,Direct Translation,0,0,,,1,0,0,0
32,18,3,B,Post,PE,44,Reproduction,Direct Translation,0,0,,,1,0,0,0
33,18,3,B,Post,PE,45,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
33,18,3,B,Post,PE,46,Modification,Situational,0,0,,,0,0,1,0
33,18,3,B,Post,PE,47,Reproduction,Direct Translation,0,0,,,1,0,0,0
34,18,3,B,Post,PE,48,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
35,18,3,B,Post,PE,49,Reproduction,Direct Translation,0,0,,,1,0,0,0
36,18,3,B,Post,PE,50,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,4,B,Pre,PE,1,Reproduction,Retention,0,0,,,1,0,0,0
2,2,4,B,Pre,PE,2,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,4,B,Pre,PE,3,Reproduction,Direct Translation,0,0,,,1,0,0,0
2,2,4,B,Pre,PE,4,Omission,Shortcut,0,0,,,0,1,0,0
3,2,4,B,Pre,PE,5,Reproduction,Direct Translation,0,0,,,1,0,0,0
3,2,4,B,Pre,PE,6,Concretisation,Addition,1,0,,,0,0,1,0
3,2,4,B,Pre,PE,7,Modification,Situational,0,1,Fluency,,0,0,1,0
3,2,4,B,Pre,PE,8,Reproduction,Direct Translation,1,0,,,1,0,0,0
3,2,4,B,Pre,PE,9,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
